id,avtor
Insect_Man_(Earth-616),Jack Kirby

Inspector_Flint_(Earth-616),Don Heck

Instant_Hypnotism_Impulser,Jack Kirby

Insulato-Shield,Jack Kirby

Invincible_Robot_(Earth-616),Jack Kirby

Iranda_(Earth-616),John Buscema

Irma_Kruhl_(Earth-616),Jack Kirby

Iron_Man_Armor_Model_1,Larry Lieber

Iron_Man_Armor_Model_1,Don Heck

Iron_Man_Armor_Model_1,Jack Kirby

Iron_Man_Armor_Model_2,Steve Ditko

Iron_Man_Armor_Model_3,Don Heck

Irving_Cohen_(Earth-616),Dick Ayers

Irving_Forbush_(Earth-665),Jack Kirby

Isadore_Cohen_(Earth-616),Jack Kirby

Island_of_the_Cyclops,Larry Lieber

Island_of_the_Cyclops,Don Heck

"It,_the_Silent_One_(Earth-616)",Dan Adkins

It_the_Living_Colossus_(Earth-616),Jack Kirby

Ivan_Karlovich_(Earth-616),Jack Kirby

Ivan_Kragoff_(Earth-616),Jack Kirby

Ivan_Krushki_(Earth-616),Robert Bernstein

Ivan_Krushki_(Earth-616),Jack Kirby

Ivan_Petrovsky_(Earth-616),Jack Kirby

J.B._Hall_(Earth-616),Al Hartley

J.P._Fiance_(Earth-616),Al Hartley

J.W._(Earth-616),John Romita

J._Jawbone_Junkton_(Earth-665),Marie Severin

J._Nelson_Earplug_(Earth-616),Al Hartley

Jackson_Brice_(Earth-616),Steve Ditko

Jack_Brown_(Earth-616),Jack Kirby

Jack_Frost_(Earth-616),Charles Nicholas

Jack_Kirby_(Earth-616),Jack Kirby

Jack_Pulver_(Earth-616),Jack Kirby

Jacqueline_Bouvier_(Earth-616),Al Hartley

Jacqueline_Tavarez_(Earth-616),Jim Salicrup

Jacqueline_Tavarez_(Earth-616),Barry Dutter

Jacqueline_Tavarez_(Earth-616),Denys Cowan

Jacqueline_Tavarez_(Earth-616),Jimmy Palmiotti

Jacques_Duquesne_(Earth-616),Don Heck

James_Howlett_(Earth-71016),John Romita Jr.

James_Howlett_(Earth-77013),Larry Lieber

"James_Larkin,_Jr._(Earth-616)",Sol Brodsky

James_P._Carter_(Earth-616),Stan Goldberg

James_White_(Earth-616),Don Rico

Janet_van_Dyne_(Earth-616),Ernest Hart

Janet_van_Dyne_(Earth-616),Jack Kirby

Janet_Van_Dyne_(Earth-70813),Kevin Maguire

Janet_Wilson_(Earth-616),Don Heck

Janet_Wynn_(Earth-77013),John Romita

Jane_Bryant_(Earth-616),Bill Everett

Jane_Foster_(Earth-616),Jack Kirby

Jan_Stark_(Earth-616),Al Hartley

Jasker_Jelko_(Earth-616),Jack Kirby

Jason_Cragg_(Earth-616),Larry Lieber

Jason_Cragg_(Earth-616),Don Heck

Jason_Wilkes_(Earth-616),Jack Kirby

Jason_Wyngarde_(Earth-616),Jack Kirby

Jasper_Sitwell_(Earth-616),Howard Purcell

Jelly_Men_(Earth-616),Vince Alascia

Jennifer_Walters_(Earth-616),John Buscema

Jeremy_Logan_(Earth-616),Gene Colan

Jericho_Brand_(Earth-77013),Larry Lieber

Jerome_Hamilton_(Scientist)_(Earth-616),Carl Burgos

Jerome_Hamilton_(Scientist)_(Earth-616),Robert O. Erisman

Jerome_Hamilton_(Scientist)_(Earth-616),Newt Alfred

Jerome_Hamilton_(Scientist)_(Earth-616),Jack Kirby

Jerry_Dash_(Earth-616),Don Rico

Jerry_Hunter_(Earth-616),Charles Nicholas

Jeweled-Demolisher_Beam,Steve Ditko

Jillian_Jerold_(Earth-616),Dennis O'Neil

Jill_Stevens_(Earth-616),John Buscema

Jimmy_Godero_(Earth-77013),Larry Lieber

Jim_Baker_(Earth-616),Jack Kirby

Jim_Dandy_(Earth-616),Stan Goldberg

Jim_Harper_(Earth-77013),John Romita

Jim_Higgens_(Earth-616),Stan Goldberg

Jim_Horton_(Earth-616),John Romita

Jinku_(Earth-616),Jack Kirby

Jinni_(Earth-616),Jack Kirby

Jody_Casper_(Earth-616),Gene Colan

Joe_Baxter_(Mechanic)_(Earth-616),Don Heck

"Joe_Carter,_Jr._(Earth-616)",Don Heck

Joe_Carter_(Earth-616),Don Heck

Joe_Collins_(Earth-616),Don Heck

Joe_Cooke_(Earth-616),Steve Ditko

Joe_Cooper_(Earth-616),Don Heck

Joe_Harper_(Earth-616),Jack Kirby

Joe_Kane_(Earth-616),Steve Ditko

Joe_Marlowe_(Earth-616),Jack Kirby

Joe_Scrivner_(Earth-77013),Larry Lieber

Johann_Fennhoff_(Earth-616),Jack Kirby

John_(Courtier)_(Earth-616),Larry Lieber

John_Avery_(Earth-616),Larry Lieber

John_Avery_(Earth-616),Jack Kirby

John_Bentley_(Earth-616),Larry Lieber

John_Bentley_(Earth-616),Gene Colan

John_Bentley_(Scientist)_(Earth-616),Larry Lieber

John_Bentley_(Scientist)_(Earth-616),Jack Kirby

John_Blandings_(Earth-616),Larry Lieber

John_Brett_(Earth-TRN597),Larry Lieber

John_Brett_(Earth-TRN597),Jack Kirby

John_Cartwright_(Earth-616),Jack Kirby

John_Cummings_(Earth-616),Jack Kirby

John_Doe_(Robot)_(Earth-616),Joe Maneely

John_F._Kennedy_(Earth-616),Robert Bernstein

John_F._Kennedy_(Earth-616),Jack Kirby

John_Fenton_(Earth-616),Matt Baker

John_Grey_(Earth-616),Jack Kirby

John_Henderson_(Earth-616),Jack Keller

John_Henley_(Earth-616),John Romita Sr.

John_Hughes_(Earth-616),Larry Lieber

John_Hughes_(Earth-616),Joe Sinnott

John_Hunter_(Earth-616),Larry Lieber

John_Hunter_(Earth-616),Jack Kirby

John_Jonah_Jameson_(Earth-616),Steve Ditko

John_Jonah_Jameson_(Earth-77013),John Romita

John_Jonah_Jameson_III_(Earth-616),Steve Ditko

John_Jonah_Jameson_III_(Earth-92131),Avi Arad

John_Jonah_Jameson_III_(Earth-92131),Stan Berkowitz

John_Jonah_Jameson_III_(Earth-92131),Meg McLaughlin

John_Jonah_Jameson_III_(Earth-92131),Len Wein

John_Kronton_(Earth-616),John Buscema

John_Lang_(Earth-616),Larry Lieber

John_Lang_(Earth-616),Paul Reinman

John_Larson_(Earth-616),Larry Lieber

John_Larson_(Earth-616),Don Heck

John_Lennon_(Earth-616),Bob Powell

John_Marlowe_(Earth-616),Paul Reinman

John_Marshall_(Scientist)_(Earth-616),Larry Lieber

John_Marshall_(Scientist)_(Earth-616),Paul Reinman

John_Martin_(Earth-616),Jack Kirby

John_Peters_(Earth-616),Al Avison

John_Raymond_(Earth-616),Al Hartley

John_Redfield_(Earth-616),Larry Lieber

John_Redfield_(Earth-616),Don Heck

John_Redmond_(18th_Century)_(Earth-616),Larry Lieber

John_Redmond_(18th_Century)_(Earth-616),Jack Kirby

John_Redmond_(Earth-616),Larry Lieber

John_Redmond_(Earth-616),Jack Kirby

John_Robert_Keane_(Earth-616),Jack Kirby

John_Rogers_(Earth-62935),Larry Lieber

John_Rogers_(Earth-62935),Don Heck

John_Ryland_(Earth-77013),Larry Lieber

John_Scott_(Earth-616),Al Avison

John_Smithers_(Earth-616),Charles Nicholas

John_Warren_(Earth-616),Larry Lieber

John_Warren_(Earth-616),Jack Kirby

Jonathan_Clay_(Earth-616),Bob Brown

Jonathan_East_(Earth-616),Ross Andru

Jonathan_Juniper_(Earth-616),Jack Kirby

Jonathan_Murdock_(Earth-616),Bill Everett

Jonathan_Powers_(Earth-616),Gene Colan

Jonathan_Storm_(Earth-616),Jack Kirby

Jonathan_Storm_(Earth-8466),Jack Kirby

"Jonathan_Storm_(Skrull,_Cow)_(Earth-616)",Jack Kirby

Jonathan_Wilkes_(Earth-616),Jack Kirby

Jormungand_(Earth-616),Jack Kirby

Joseph_Hogan_(Earth-616),Steve Ditko

Joseph_Krandis_(Earth-77013),Larry Lieber

Joseph_Robertson_(Earth-616),John Romita Sr

Joseph_Robertson_(Earth-616),Mickey Demeo

Joseph_Smith_(Earth-616),Steve Ditko

Joseph_Stalin_(Earth-5306),Fred Kida

Jose_Santini_(Earth-616),Jack Kirby

Joshua_Ayers_(Earth-616),Jack Kirby

Josh_Kittling_(Earth-616),John Romita Sr.

Jotunheim,Jack Kirby

Joya_(Earth-616),Don Rico

Juan_Francisco_Alonso_(Earth-616),Jack Kirby

Juan_Francisco_Alonso_(Earth-616),Steve Ditko

Judge_Lewis_(Earth-616),Gene Colan

Jules_Bergen_(Earth-616),Jack Keller

Julius_Robert_Oppenheimer_(Earth-616),Mark Waid

June_Wilson_(Earth-616),John Buscema

Jun_Ching_(Earth-616),Robert Bernstein

Jun_Ching_(Earth-616),Jack Kirby

Jupiter_Suit,John Romita Sr.

Jurgen_Hauptmann_(Earth-616),Robert Bernstein

Jurgen_Hauptmann_(Earth-616),Jack Kirby

Kaa_(Earth-616),Jack Kirby

Kadlec_(Earth-616),Jack Kirby

Kaecilius_(Earth-616),Steve Ditko

Kaitlin_Kirn_(Earth-77013),Larry Lieber

Kala_(Earth-616),Robert Bernstein

Kala_(Earth-616),Jack Kirby

Kaliban_(Earth-616),Jack Kirby

Kaliban_(Earth-616),Archie Goodwin

Kaliban_(Earth-616),John Buscema

Kallu-Kan,Larry Lieber

Kallu-Kan,Larry Ivie

Kallu,Larry Lieber

Kallu,Larry Ivie

Kallu,Don Heck

Kallusians,Larry Lieber

Kallusians,Larry Ivie

Kalya_(Earth-616),Bob Powell

Kamar-Taj,Steve Ditko

Kanga_Khan_(Earth-616),Steve Ditko

Kang_Armor,Jack Kirby

Karen_Page_(Earth-616),Bill Everett

Karl_Fiers_(Earth-616),Larry Lieber

Karl_King_(Earth-616),Steve Ditko

Karl_Kort_(Earth-616),Jack Kirby

Karl_Kragg_(Earth-616),Steve Ditko

Karl_Lazlo_(Earth-77013),John Romita

Karl_Mordo_(Earth-616),Steve Ditko

Karl_Stragg_(Earth-616),John Romita

Karnak_(Earth-71016),John Romita Jr.

Karnak_Mander-Azur_(Earth-616),Jack Kirby

Karnilla_(Earth-616),Jack Kirby

Kathryn_Worthington_(Earth-616),Jack Kirby

Kathryn_Worthington_(Earth-616),Jay Gavin

Kathy_Carter_(Earth-616),Stan Goldberg

Kathy_Stewart_(Earth-616),John Buscema

Keeper_of_the_Comics_Code_(Earth-665),Marie Severin

Keith_Kincaid_(Earth-616),Jack Kirby

Kenneth_Hale_(Earth-616),Robert Q. Sale

Kenny_Baxter_(Earth-616),Al Hartley

Kentauros,Jack Kirby

Kevin_Marlow_(Earth-616),Jack Binder

Kevin_Plunder_(Earth-616),Jack Kirby

Khan%27s_Aerodrome,Al Gabriele

Khan_(WWII)_(Earth-616),Al Gabriele

Kim_Sak_(Earth-616),Jack Kirby

King%27s_Crossing,Jack Kirby

King_Cabot_(Earth-616),Joe Maneely

King_Kobra_(Earth-616),Jack Keller

Kl%27rt_(Earth-616),Jack Kirby

Klagg_(Earth-616),Jack Kirby

Klangians,Steve Ditko

Klaus_Voorhees_(Earth-616),Don Heck

Knights_of_the_Round_Table_(Earth-616),Joe Maneely

Knights_of_Wundagore_(Earth-616),Jack Kirby

Knorda_(Earth-616),Jack Kirby

Korg_(Earth-616),Larry Lieber

Korg_(Earth-616),Jack Kirby

Korilla_(Earth-616),Jack Kirby

Kort_(Earth-77013),Larry Lieber

Koto_(Earth-616),Don Heck

Kraa_(Wabuzi)_(Earth-616),Jack Kirby

Kraglin_(Earth-616),Ernest Hart

Kraglin_(Earth-616),Don Heck

Krang_(Earth-616),Jack Kirby

Krang_(Monster)_(Earth-616),Jack Kirby

Krang_(Monster)_(Earth-616),Dick Ayers

Kraven%27s_Lion%27s_Head_Vest,Steve Ditko

Kree,Jack Kirby

Kree_Militia_Uniforms,Gene Colan

Kree_Sentries,Jack Kirby

Krill_(Race),Steve Ditko

Kroda_(Earth-616),Jack Kirby

Kronans,Larry Lieber

Kronans,Jack Kirby

Kronans,Joe Sinnott

Kronin_Krask_(Earth-616),Jack Kirby

Kulla_(Earth-616),Larry Lieber

Kulla_(Earth-616),Don Heck

Kuro_Chin_(Earth-616),Jack Kirby

Kurrgo%27s_Robot_(Earth-616),Jack Kirby

Kurrgo_(Earth-616),Jack Kirby

Kurt_Karlbad_(Earth-616),Dick Ayers

Kurt_Kordok_(Earth-77013),Larry Lieber

Kurt_Marko_(Earth-616),Jack Kirby

Kurt_Marko_(Earth-616),Alex Toth

Laevateinn,Jack Kirby

LaGuardia_Airport,Steve Ditko

Land_of_Mirmir,Jack Kirby

Lann_(Earth-616),Don Heck

Lansdale,James Shooter

Lansdale,Erik Larsen

Larry_Arthur_(Earth-616),John Buscema

Larry_Scott_(Earth-616),Al Avison

Latveria,Jack Kirby

Laufey_(Earth-616),Jack Kirby

Laura_Brown_(Earth-616),Jack Kirby

Lava_Men,Jack Kirby

Lawrence_Zaxton_(Demon_Duplicate)_(Earth-616),Joe Sinnott

Lawrence_Zaxton_(Earth-616),Joe Sinnott

Leap-Frog%27s_Suit,Gene Colan

Lee_Guardineer_(Earth-616),Dick Ayers

Lee_Kearns_(Earth-616),Jack Kirby

Lee_Kearns_(Earth-616),Ernest Hart

Legion_of_the_Lost_(Earth-616),Jack Kirby

Leila_Taylor_(Earth-616),John Romita Sr.

Leita_(Earth-616),Jack Kirby

Leland_Owlsley_(Earth-616),Bill Everett

Leland_Owlsley_(Earth-77013),Larry Lieber

Lens_(Nazi)_(Earth-616),Paul Reinman

Leonard_Schaefer_(Earth-616),John Forte

Leopold_Stryke_(Earth-616),Dick Ayers

Leslie_Farrington_(Earth-616),Jack Kirby

Les_Cooper_(Earth-616),Don Heck

Lewis_Hargrove_(Earth-616),Jack Kirby

Lewis_Murdock_(Earth-616),Mike Sekowsky

Lieutenant_General_Fredricks_(Earth-616),Jack Kirby

Life-Model_Decoy,Jack Kirby

Lifebringer_One_(Item),Jack Kirby

Lightning_Lord_(Earth-616),Marie Severin

Linda_Brown_(Earth-616),Steve Ditko

Linda_Carter_(Earth-616),Roy Thomas

Linda_Carter_(Earth-616),Gene Colan

Linda_Carter_(Earth-616),Al Hartley

Linda_Carter_(Earth-616),Jean Thomas

Linda_Smith_(Earth-616),Al Hartley

Lionel_van_Devanter_(Earth-616),Charles Nicholas

Lippy_Louie_(Earth-616),Jack Kirby

Liso_Trago_(Earth-616),H.E. Huntley

Liso_Trago_(Earth-616),Don Heck

Lithodia_Rexians,Jack Kirby

Living_Brain_(Earth-616),Steve Ditko

Living_Rock,Jack Kirby

Living_Totem_(Alien)_(Earth-616),Jack Kirby

Living_Tribunal_(Multiverse),Marie Severin

Lizard_Men_(Deviants),Jack Kirby

Lizard_Men_of_Tok,Jack Kirby

Li_Chou_(Earth-616),Jack Kirby

Lockjaw_(Earth-616),Jack Kirby

Lockjaw_(Earth-78909),Roy Thomas

Lokar_(Earth-616),Larry Lieber

Loki_Laufeyson_(Earth-616),Violet Barclay

Loki_Laufeyson_(Earth-616),Many Hands

Loki_Laufeyson_(Earth-616),Chu Hing

Loki_Laufeyson_(Earth-616),Pierce Rice

Loki_Laufeyson_(Earth-616),Don Rico

Loki_Laufeyson_(Earth-616),Mike Sekowsky

Loki_Laufeyson_(Earth-616),Pete Tumlinson

Loki_Laufeyson_(Earth-616),Larry Lieber

Loki_Laufeyson_(Earth-616),Jack Kirby

Loki_Laufeyson_(Kid_Loki)_(Earth-616),Larry Lieber

Loki_Laufeyson_(Kid_Loki)_(Earth-616),Jack Kirby

Longridge_Road,Gene Colan

Lords_of_the_Living_Lightning_(Earth-616),Marie Severin

Lord_Wotonby_(Earth-616),Jack Binder

Lost_Lagoon,Jack Kirby

Louise_Grant_(Earth-616),Syd Shores

Louis_Wilson_(Earth-616),John Romita Sr.

Lou_Haines_(Earth-616),Bruce Timm

Lovelace_Smiley_(Earth-77013),Larry Lieber

Luchino_Nefaria_(Earth-616),Jack Kirby

Lucifer_(Quist)_(Earth-616),Jack Kirby

Lucius_Duntmore_(Earth-616),Paul Reinman

Lucius_Farnsworth_(Earth-616),Jack Kirby

Lucy_Barton_(Earth-616),Don Heck

Ludwig_Schroeder_(Earth-616),Dick Ayers

Ludwig_von_Frankenstein_(Earth-616),John Buscema

Lugo_Belogi_(Earth-77013),Larry Lieber

Luke_Buffington_(Earth-616),Dick Ayers

Luke_Stokes_(Earth-616),Jack Kirby

Lurking_Unknown_(Earth-616),Jack Kirby

Lydia_Connors_(Earth-77013),Larry Lieber

Lyle_Getz_(Earth-616),Gene Colan

Lyndon_B._Johnson_(Earth-616),Bill Everett

M%27Wabu_(Earth-616),Jack Kirby

M-11_(Earth-616),John Romita

M.M._Madison_(Earth-616),Al Hartley

Maa-Gor_(Earth-616),Jack Kirby

MacDonald_Gargan_(Earth-616),Steve Ditko

MacDonald_Gargan_(Earth-77013),Larry Lieber

Mac_Danton_(Earth-616),Al Hartley

Madame_Death_(Earth-616),Otto Binder

Madame_Death_(Earth-616),Syd Shores

Madame_Death_(Earth-616),Al Avison

Madame_Death_(Earth-616),Vince Alascia

Madame_Macabre_(Earth-616),Bob Powell

Mad_Thinker_(Julius)_(Earth-616),Jack Kirby

Maggia_(Earth-616),Don Heck

Magneto%27s_Helmet,Jack Kirby

Magneto%27s_Island,Jack Kirby

Magnir_(Earth-616),Jack Kirby

Magnir_(Earth-616),Bill Everett

Magno-Man_(Earth-616),Jack Kirby

Magrat_(Earth-616),Jack Kirby

Maha_Yogi_(Earth-616),Joe Sinnott

Makau_(Earth-616),Jack Kirby

Makluans,Jack Kirby

Makoth_(Earth-616),Jack Kirby

Man-Beast_(Earth-616),Jack Kirby

Man-Monster_(Earth-616),Gerry Conway

Man-Monster_(Earth-616),John Romita

Mandarin%27s_Rings,Don Heck

Mandarin_(Earth-616),Don Heck

Manfred_Adler_(Earth-616),Dick Ayers

Mangog_(Earth-616),Jack Kirby

Mankiller_(Robot)_(Earth-616),Jim Steranko

Manning_University,Gene Colan

Manuel_Eloganto_(Earth-616),Wally Wood

Mao_Tse_Tung_(Earth-616),Jack Kirby

Mar-Vell_(Earth-616),Gene Colan

Marco_Scarlotti_(Earth-616),Gene Colan

Margaret_Carter_(Earth-616),Jack Kirby

Margo_Turner_(Earth-77013),John Romita

Margus_(Earth-616),Larry Lieber

Margus_(Earth-616),Jack Kirby

Marianne_Rodgers_(Earth-616),Robert Bernstein

Marianne_Rodgers_(Earth-616),Jack Kirby

Marianne_Rodgers_(Earth-616),Gerry Conway

Marianne_Rodgers_(Earth-616),Don Heck

Maria_Lopez_(Earth-77013),Larry Lieber

Maria_Trovaya_(Earth-616),Jack Kirby

Maria_Trovaya_(Earth-616),Ernest Hart

Marie_Antoinette_(Dog)_(Earth-616),Al Hartley

Marion_Horton_(Earth-616),John Romita

Maris_Morlak_(Earth-616),Jack Kirby

Mark_Faraday_(Earth-616),Jack Kirby

Mark_Langley_(Earth-616),Jack Kirby

Mark_Mason_(Earth-616),Syd Shores

Mark_Raxton_(Earth-616),Steve Ditko

Mark_Walker_(Earth-616),Don Heck

Marshall_Michaels_(Earth-616),Al Hartley

Martha_Connors_(Earth-616),Steve Ditko

Martha_Robertson_(Earth-616),John Romita Sr.

Martian_Who_Walks_Among_Us_(Earth-616),Larry Lieber

Martian_Who_Walks_Among_Us_(Earth-616),Jack Kirby

Martin_Blank_(Earth-616),John Romita Sr.

Martin_Livingstone_(Earth-616),Al Gabriele

Marvin_Flumm_(Earth-616),Jack Kirby

Mary_Bobkins_(Earth-616),Steve Ditko

Mary_Fitzpatrick_(Earth-616),Larry Lieber

Mary_Frances_MacDonald_(Earth-616),Herb Trimpe

Mary_Jane_Watson_(Earth-616),John Romita Sr.

Mary_Jane_Watson_(Earth-77013),John Romita

Mary_Meeke_(Earth-616),Al Hartley

Mary_Muscle_(Earth-616),Dan DeCarlo

Mary_Nash_(Earth-616),Al Avison

Mary_Sickles_(Earth-616),Don Rico

Mary_Stenson_(Earth-616),Jack Kirby

Mary_Storm_(Earth-616),Jack Kirby

Masters_of_Evil_(Earth-616),Jack Kirby

Master_Mold_(Earth-616),Jack Kirby

Matter_Mobilizer,Jack Kirby

Matthew_Hawk_(Earth-616),Jack Kirby

Matthew_Murdock_(Earth-616),Bill Everett

Matthew_Murdock_(Earth-71016),John Romita Jr.

Matthew_Murdock_(Earth-77013),Larry Lieber

Matt_Collins_(Earth-616),Bill Everett

Matt_Collins_(Old_West)_(Earth-616),Dick Ayers

Matt_Slade_(Earth-616),Joe Maneely

Matt_Slade_(Earth-616),Al Williamson

Matt_Slade_(Earth-616),John Severin

Maximus_Boltagon_(Earth-616),Jack Kirby

Maxwell_Dillon_(Earth-616),Steve Ditko

Maxwell_Shiffman_(Earth-616),Steve Ditko

Max_Eisenhardt_(Earth-616),Jack Kirby

Max_Young_(Earth-616),Steve Ditko

Mayda_Van_Poole_(Earth-616),Syd Shores

Maynard_Tiboldt_(Earth-616),Jack Kirby

Mayor_Harris_(Earth-616),Larry Lieber

Mayor_Harris_(Earth-616),Al Hartley

May_Reilly_(Earth-616),Steve Ditko

May_Reilly_(Earth-77013),John Romita

Maze_of_Madness,Marie Severin

Ma_Carter_(Earth-616),Al Hartley

Mechanical_Dragon,Gene Colan

Mecho-Assassin_(Earth-616),Jack Kirby

Medusalith_Amaquelin_(Earth-616),Jack Kirby

Medusalith_Amaquelin_(Earth-71016),John Romita Jr.

Megingjord,Larry Lieber

Megingjord,Joe Sinnott

Melvin_(Earth-77013),Larry Lieber

Melvin_Burns_(Earth-616),Steve Ditko

Melvin_Potter_(Earth-616),John Romita

Melvin_Scarbo_(Earth-616),Gene Colan

Menace_(Hangor)_(Earth-616),Charles Nicholas

Mendel_Stromm_(Earth-616),Steve Ditko

Mental_Teleporter_(Doctor_Doom),Jack Kirby

Mento-Fish_(Earth-616),Jack Kirby

Mento-Helmet,Jack Kirby

Mephisto%27s_Realm,John Buscema

Mephisto_(Earth-616),John Buscema

Michael_Marko_(Earth-616),John Romita Sr.

Michael_Templar_(Earth-616),Werner Roth

Michael_Tucker_(Earth-616),Jim Mooney

Michel_Berman_(Earth-616),Jack Kirby

Mick_Bird_(Earth-616),H.E. Huntley

Mick_Bird_(Earth-616),Don Heck

Midtown_High_School,Steve Ditko

Mighty_Oak_(Earth-616),Steve Ditko

Miguel_Santiago_(Earth-77013),Larry Lieber

Mike_Fallon_(Earth-616),Jack Kirby

Mike_Zelby_(Earth-616),Charles Nicholas

Miklho_(Earth-616),Jack Kirby

Miklos_Kozlov_(Earth-616),Jack Kirby

Miklos_Kozlov_(Earth-616),Dick Ayers

Miles_Anders_(Earth-616),Werner Roth

Miles_Warren_(Earth-616),Steve Ditko

Miles_Warren_(Earth-616),Gerry Conway

Miles_Warren_(Earth-616),Ross Andru

Milos_Masaryk_(Earth-616),Don Heck

Mindless_Ones,Steve Ditko

Mindy_McPherson_(Earth-616),John Buscema

Minerva_Murkle_(Earth-616),Al Hartley

Minerva_Potts_(Earth-616),Al Hartley

Minerva_Tuttle_(Earth-616),Al Hartley

Minh_Chu_(Earth-616),Jack Kirby

Minotaur_(Mole_Man)_(Earth-616),Don Heck

Miriam_Birchwood_(Earth-616),Fabian Nicieza

Miriam_Birchwood_(Earth-616),Sal Buscema

Mirmir_(Earth-616),Jack Kirby

Mirwood,Jack Kirby

Mister_Lightning_(Earth-616),Jack Davis

Mister_Marvel_(Earth-616),Jack Keller

Mister_Morgan%27s_Monster_(Earth-TRN214),Jack Kirby

Mister_Morgan%27s_Monster_(Earth-TRN214),Dick Ayers

Mist_of_Hoggoth,Steve Ditko

Mjolnir,Larry Lieber

Mjolnir,Jack Kirby

Mocuepa_Tlalticpactli_(Earth-616),Jack Kirby

